colors,language,type,text,flavor,title
W,Portuguese (Brazil),Criatura — Anjo,"Voar, vínculo com a vida",Ela afasta as nuvens para que o sol alcance até mesmo as moradas mais escuras e as tumbas mais sombrias.,Serafim da Aurora
W,Portuguese (Brazil),Artefato — Equipamento,"A criatura equipada recebe +2/+2.
Toda vez que a criatura equipada atacar o jogador com mais pontos de vida ou empatado pelo maior total de pontos de vida, crie uma ficha de criatura branca 4/4 do tipo Anjo com voar virada e atacando aquele jogador.
Equipar {4}",Leve como uma pena. Afiado como a ira de um anjo.,Montante Seráfico
W,Portuguese (Brazil),Mágica Instantânea,Destrua a criatura alvo com poder igual ou superior a 3. Vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.),"Na hora da verdade, é como se o tempo parasse e a baleia esperasse, suspensa no céu.",Tiro do Aerobaleeiro
W,Portuguese (Brazil),Feitiço,"Destrua todas as criaturas e planeswalkers, exceto comandantes.","Cada general passou em revista suas forças arrasadas. Então, lentamente, eles se viraram um para o outro e ergueram as espadas.",Trinchar as Fileiras
W,Portuguese (Brazil),Feitiço,"Cada jogador escolhe qualquer número de criaturas que ele controla com total de poder igual ou inferior a 4 e, em seguida, sacrifica todas as outras criaturas que ele controla.","""Sem as feras que montam, sua força é nula.""
— Vona de Iedo, açougueira de Magan",Matar os Fortes
W,Portuguese (Brazil),Criatura — Slith,"Voar
Toda vez que Slith Ascendente causar dano de combate a um jogador, coloque um marcador +1/+1 nele.","Instintivamente atraído pela luz de seu ""sol-materno"", cada slith segue o caminho daquele sol ao redor de Mirrodin.",Slith Ascendente
W,Portuguese (Brazil),Criatura — Humano Soldado,"Vigilância
Capitã de Esquadrão entra no campo de batalha com um marcador +1/+1 para cada outra criatura que você controla.",A força de um é a força de todos.,Capitã de Esquadrão
W,Portuguese (Brazil),Feitiço,"Devolva todos os cards de artefato, encantamento e planeswalker de seu cemitério para o campo de batalha.","Com um raio de luz e uma explosão de éter, o desespero deu lugar à esperança e a derrota deu lugar à vitória.",Acerto de Contas Triunfante
W,Portuguese (Brazil),Criatura — Besta,"Quando Besta de Carga Confiável entrar no campo de batalha, devolva o card de artefato alvo de seu cemitério para sua mão.","""Margaret viajou comigo até os confins do mundo.""
— Hewen Frit, comerciante",Besta de Carga Confiável
W,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +2/+2, tem vigilância e não pode atacar você nem um planeswalker que você controla.","""Prefiro que a lealdade seja questão de respeito, não de magia. Mas a gente faz o que tem que fazer.""
— Kaalia da Vastidão",Voto do Dever
U,Portuguese (Brazil),Criatura — Humano Pirata,"Quando Almirante da Frota Cerúlea entra no campo de batalha, você se torna o monarca.
Almirante da Frota Cerúlea não pode ser bloqueado por criaturas que o monarca controla.","""Sua preocupação com a minha segurança é tocante, mas enquanto seus artilheiros permanecerem firmemente erráticos, não vejo motivo para mudar o curso.""
— Almirante Yelise, ao Comodoro Axurik",Almirante da Frota Cerúlea
U,Portuguese (Brazil),Feitiço,Devolva o card de mágica instantânea ou feitiço alvo do seu cemitério para sua mão. Exile Enxurrada de Recordações.,Jace foi levado queda abaixo e mergulhou fundo no próprio passado.,Enxurrada de Recordações
U,Portuguese (Brazil),Encantamento — Aura,"Encantar permanente
Você controla a permanente encantada.","""Não entendo porque ele trabalha tanto num dispositivo para duplicar um som que se faz tão facilmente com uma das mãos na axila.""
— Barrin, relatório de progresso",Confiscar
U,Portuguese (Brazil),Encantamento,"Quando Corte da Astúcia entra no campo de batalha, você se torna o monarca.
No início de sua manutenção, qualquer número de jogadores alvo tritura dois cards cada um. Se você for o monarca, em vez disso, cada um daqueles jogadores tritura dez cards. (Para triturar um card, um jogador coloca o card do topo do próprio grimório no próprio cemitério.)",Um trono erigido sobre a sabedoria não pode ser derrubado.,Corte da Astúcia
U,Portuguese (Brazil),Criatura — Humano Pirata,"{2}{U}: Sabotadora Ousada não pode ser bloqueada neste turno.
Toda vez que Sabotadora Ousada causa dano de combate a um jogador, você pode comprar um card. Se fizer isso, descarte um card.","""Eles nem vão me ver chegar.""",Sabotadora Ousada
U,Portuguese (Brazil),Criatura — Humano Mago,"{T}, triture um card: Adicione {C}. (Para triturar um card, coloque o card do topo de seu grimório em seu cemitério.)","""Garl, ajuste o processador de chorume. Garl, vá pegar mais cadáveres. Garl, pare de chorar e me dê seu tecido cerebral. Se ele não deixar de ser tão mal-educado, eu me demito.""",Assistente Insano
U,Portuguese (Brazil),Criatura Lendária — Esfinge,"Voar
Se você usaria vidência, em vez disso, compre aquela quantidade de cards.
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)","""Não há lugar melhor para prever o futuro do que um nexo de presentes divergentes.""","Eligeth, Áugure da Encruzilhada"
U,Portuguese (Brazil),Mágica Instantânea,"Devolva a criatura virada alvo para a mão de seu dono.
Compre um card.",Asas fortes fazem ventos fortes.,Golpe do Vendaval
U,Portuguese (Brazil),Criatura Lendária — Humano Artesão,"{T}, vire X artefatos desvirados que você controla: Olhe os X cards do topo de seu grimório. Coloque um deles em sua mão e o restante em seu cemitério.
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)","""A energia dele é tão ilimitada quanto a das pedras de energia.""
— Rebbec, arquiteta da ascensão","Glacian, Engenheiro de Pedra de Energia"
U,Portuguese (Brazil),Criatura — Tritão Pirata,"Lampejo
Se um oponente compraria um card que não seja o primeiro em cada etapa de compra dele, em vez disso, você cria uma ficha de Tesouro. (Ela é um artefato com ""{T}, sacrifique este artefato: Adicione um mana de qualquer cor"".)","""Eu não preciso de um mapa para encontrar tesouros.""",Fura-casco
U,Portuguese (Brazil),Criatura — Humano Pirata,Corsário do Aeroveleiro tem voar enquanto está atacando.,"""Por que me empoleirar na gávea quando posso voar como os corvos?""",Corsário do Aeroveleiro
U,Portuguese (Brazil),Criatura — Zumbi Horror,"No início de cada etapa final, compre um card se tiver conjurado uma mágica de um cemitério ou ativado uma habilidade de um card em um cemitério neste turno.","""Quanto mais mãos, menor o trabalho.""
— Ludevic, necroalquimista",Servo do Laboratório
U,Portuguese (Brazil),Mágica Instantânea,"Anule a mágica alvo. No início de sua próxima fase principal, adicione uma quantidade de {C} igual ao custo de mana convertido daquela mágica.",O entusiasmo não é páreo para a preparação.,Drenagem de Mana
U,Portuguese (Brazil),Criatura — Humano Pirata,"Toda vez que Salteadoras de Navios Mercantes ou outro Pirata entrar no campo de batalha sob seu controle, vire até uma criatura alvo. Aquela criatura não será desvirada durante a etapa de desvirar de seu controlador enquanto você controlar Salteadoras de Navios Mercantes.","""Quer saber? Pode ficar com a corda.""",Salteadoras de Navios Mercantes
U,Portuguese (Brazil),Feitiço,Exile o card de mágica instantânea ou feitiço alvo de um cemitério. Copie aquele card três vezes. Você pode conjurar as cópias sem pagar seus custos de mana. Exile Dilúvio Mnemônico.,"O passado, o presente e o futuro jorraram pela mente do mago, inundando-a de possibilidades.",Dilúvio Mnemônico
U,Portuguese (Brazil),Criatura — Humano Mago,"Quando Sibila entrar no campo de batalha, use vidência 2. (Olhe os dois cards do topo do seu grimório. Depois, coloque qualquer número deles no fundo do seu grimório e o restante no topo em qualquer ordem.)",Suas profecias a assombram mesmo enquanto ela as profere.,Sibila
U,Portuguese (Brazil),Criatura — Humano Pirata,"Quando Piratas Prósperos entrar no campo de batalha, crie duas fichas de Tesouro. (Elas são artefatos com ""{T}, sacrifique este artefato: Adicione um mana de qualquer cor."")","A cidade flutuante de Banco de Areia ainda não afundou com o peso do ouro, mas não foi por falta de tentativa.",Piratas Prósperos
U,Portuguese (Brazil),Mágica Instantânea,"Compre quatro cards e, depois, descarte dois cards.","""Cidadã! Seu crime foi registrado. Cesse sua movimentação e aguarde a detenção ou penalidades adicionais lhe serão imediatamente impostas.""",Olhos Perscrutadores
U,Portuguese (Brazil),Mágica Instantânea,Escolha duas criaturas alvo controladas por jogadores diferentes. Devolva aquelas criaturas para as mãos de seus donos.,"""Virtude é virtude, não importa o coração que a alimente.""
— Malacan, exilado de Vantreza",Fugir Juntos
U,Portuguese (Brazil),Criatura — Humano Pirata,"Quando Marinheiro de Posses entrar no campo de batalha, crie uma ficha de Tesouro. (Ela é um artefato com ""{T}, sacrifique este artefato: Adicione um mana de qualquer cor"".)",A crescente onda de saques em Orazca atraiu todos os navios.,Marinheiro de Posses
U,Portuguese (Brazil),Criatura — Humano Artesão,"Quando Escolástico das Estrelas entrar no campo de batalha, se você controlar um artefato, compre um card.","""O caminho das estrelas é tão confiável quanto os instrumentos que as medem.""",Escolástico das Estrelas
U,Portuguese (Brazil),Criatura — Humano Mago,"Quando Erudita das Eras entrar no campo de batalha, devolva até dois cards de mágica instantânea e/ou feitiço alvo de seu cemitério para sua mão.","""Eu estudo o passado para achar esperança para o futuro.""",Erudita das Eras
U,Portuguese (Brazil),Criatura — Serpente,Serpente Mergulhadora de Sucata não poderá ser bloqueada enquanto o jogador defensor controlar um artefato.,Os artesãos inteligentes arrumam a própria bagunça.,Serpente Mergulhadora de Sucata
U,Portuguese (Brazil),Criatura — Sirena Pirata Mago,"Voar
{U}, sacrifique Domador de Tempestades Sireno: Anule a mágica ou a habilidade alvo que tenha como alvo você ou uma criatura que você controla.",Ele é a calmaria que oculta a tempestade que se aproxima.,Domador de Tempestades Sireno
U,Portuguese (Brazil),Criatura — Zumbi Gigante,"Como custo adicional para conjurar esta mágica, exile dois cards de criatura de seu cemitério.
Atropelar",Três cabeças são melhores do que uma.,Golias Skaab
U,Portuguese (Brazil),Criatura — Esfinge,"Voar
No início de sua fase principal pós-combate, você recebe uma fase inicial adicional depois desta fase. (A fase inicial inclui as etapas de desvirar, manutenção e compra.)","Ele observa em silêncio enquanto as sombras se movem, deixando Amonkhet cada vez mais próxima da Hora da Revelação.",Esfinge do Segundo Sol
U,Portuguese (Brazil),Encantamento — Aura,"Lampejo
Encantar criatura
A criatura encantada recebe -X/-0, sendo X o número de cards em seu cemitério.","Quando o corpo se transforma, a mente logo o segue.",Mutação Espontânea
U,Portuguese (Brazil),Feitiço,Olhe os três cards do topo de seu grimório. Coloque um deles em sua mão e o restante em seu cemitério.,"""Nicol Bolas refez este lugar à própria imagem. Ele tem a vantagem aqui. Precisamos nos aproximar com cautela.""
— Jace Beleren",Planejamento Estratégico
U,Portuguese (Brazil),Mágica Instantânea,"Compre três cards. Em seguida, descarte dois cards, a menos que você descarte um card de artefato.","""Para compreender alguma coisa verdadeiramente, é preciso tornar-se ela. O truque é não se perder no processo.""",Sede por Conhecimento
U,Portuguese (Brazil),Criatura — Humano Pirata,"Quando Caça-tesouros morrer, compre um card.
Bis {5}{U}{U} ({5}{U}{U}, exile este card de seu cemitério: Para cada oponente, crie uma ficha que é uma cópia que ataca aquele oponente neste turno se estiver apta. Elas ganham ímpeto. Sacrifique-as no início da próxima etapa final. Ative somente como um feitiço.)",Os melhores tesouros são os menos compartilhados.,Caça-tesouros
U,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +2/+2, tem voar e não pode atacar você nem um planeswalker que você controla.","""Planar é um desperdício para quem tem asas.""
— Edric, espião-mestre de Trest",Voto de Voo
U,Portuguese (Brazil),Criatura — Ave Mago,"Voar
As mágicas de criatura com voar que você conjura custam {1} a menos para serem conjuradas.","Na Ilha de Evos, os velozes e formidáveis avianos fazem valer a vontade das esfinges governantes.",Guardião da Ilha de Evos
U,Portuguese (Brazil),Mágica Instantânea,"O oponente alvo ganha o controle da criatura alvo. (Se uma criatura atacante ou bloqueadora muda de controlador, ela é removida do combate.)","O berro desnorteado foi respondido com um ""shh"".",Caminho Errado
B,Portuguese (Brazil),Feitiço,Olhe os quatro cards do topo do seu grimório. Coloque dois deles em sua mão e o restante em seu cemitério. Você perde 2 pontos de vida.,"""Então aqui está você, Ugin. Os cadáveres de mundos inteiros se juntarão a você no túmulo.""
— Sorin Markov",Revelação Amarga
B,Portuguese (Brazil),Mágica Instantânea,"A criatura alvo ganha toque mortífero até o final do turno.
Compre um card.","""A dor do ferro calcinante e das lâminas afiadas é ínfima ante o prazer da performance.""
— Judith, Diva do Flagelo",Lâmina Cauterizante
B,Portuguese (Brazil),Mágica Instantânea,Destrua a criatura alvo que não seja lendária.,"""Sua vida está acabada; seu nome, perdido; seu trabalho, esquecido. É como se Mazeura jamais tivesse existido.""
— *Tormento de Chainer*",Demover
B,Portuguese (Brazil),Mágica Instantânea,"Triture três cards. Em seguida, você pode devolver um card de criatura de seu cemitério para sua mão. (Para triturar um card, coloque o card do topo de seu grimório em seu cemitério.)","""A distração de sua vida acabou. Agora começa seu serviço.""
— Kalitas, servo de Ulamog",Reviravolta de Cadáveres
B,Portuguese (Brazil),Encantamento,"Quando Corte da Ambição entra no campo de batalha, você se torna o monarca.
No início de sua manutenção, cada oponente perde 3 pontos de vida, a menos que descarte um card. Se você for o monarca, em vez disso, cada oponente perde 6 pontos de vida, a menos que descarte dois cards.",Olhe onde pisa.,Corte da Ambição
B,Portuguese (Brazil),Criatura — Zumbi Ave,"Voar
Quando Corvo das Notícias Sombrias entrar no campo de batalha ou morrer, triture dois cards. (Coloque os dois cards do topo do seu grimório no seu cemitério.)","""Bem... Isso não pode ser um bom sinal.""
— Velho Rutstein",Corvo das Notícias Sombrias
B,Portuguese (Brazil),Criatura — Humano Mago,{T}: Bruxas Cuombajj causa 1 ponto de dano a qualquer alvo e 1 ponto de dano a qualquer alvo à escolha de um oponente.,"Tudo está conectado: a luz às trevas, a velhice à juventude, o sangue ao sangue.",Bruxas Cuombajj
B,Portuguese (Brazil),Criatura — Etergênito Artesão,Sacrifique um artefato ou uma criatura: Coloque um marcador +1/+1 em Salvádego Audaz. Ative esta habilidade somente nos momentos em que poderia conjurar um feitiço.,"""Não sobrevivi àquele acidente só para cair perante alguém como você.""",Salvádego Audaz
B,Portuguese (Brazil),Encantamento,"Quando Saber Demoníaco entrar no campo de batalha, compre três cards.
No início de sua etapa final, você perde 2 pontos de vida para cada card em sua mão.","""As maiores obras literárias mudam o leitor para sempre.""
— Nevinyrral, tirano de Urborg",Saber Demoníaco
B,Portuguese (Brazil),Criatura — Humano Ladino,"Enquanto você controlar um artefato, Agente da Dhund receberá +1/+0 e terá toque mortífero.",Os espiões de Baral têm sempre a tecnologia mais avançada.,Agente da Dhund
B,Portuguese (Brazil),Criatura — Elfo Xamã,"Quando Agoureira Élfica morre, cada oponente descarta um card.","""De pequenas dúvidas nascem e crescem os maiores medos. Que as ervas daninhas da sua mente sejam igualmente férteis.""",Agoureira Élfica
B,Portuguese (Brazil),Criatura — Elfo Assassino,"Quando Assassino de Seca-olho entra no campo de batalha, a criatura alvo que um oponente controla recebe -1/-1 até o final do turno.","""O sangue de papão me enoja quase tanto quanto as próprias criaturas imundas.""",Assassino de Seca-olho
B,Portuguese (Brazil),Criatura — Elfo Guerreiro,"Quando Abatedores de Seca-olho morrer, crie três fichas de criatura verde 1/1 do tipo Elfo Guerreiro e depois triture três cards. (Coloque os três cards do topo de seu grimório em seu cemitério.)","""Enquanto houver seca-olhos, a caçada jamais terminará.""
— Miara, Espinho da Clareira",Abatedores de Seca-olho
B,Portuguese (Brazil),Feitiço,As criaturas que não sejam do tipo Elfo recebem -2/-2 até o final do turno.,"""Eu já vi tanto mal, tanta escuridão. Por que vocês insistem em adicionar mais?""
— Nissa Revane, para Dwynen",Massacre dos Seca-olho
B,Portuguese (Brazil),Criatura Lendária — Pesadelo Felino,"Os comandantes que você controla têm ameaçar e toque mortífero.
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)",Mais apegada ao mestre que escolheu do que a própria sombra dele.,"Falthis, Familiar Umbrogato"
B,Portuguese (Brazil),Feitiço,Todas as criaturas recebem -4/-4 até o final do turno. Você se torna o monarca.,"""Cuidado com o anfitrião ansioso.""
— Eligeth, áugure da encruzilhada",Banquete da Sucessão
B,Portuguese (Brazil),Criatura — Zumbi Guerreiro,"Quando Saqueador Saco-de-carne entra no campo de batalha, cada jogador sacrifica uma criatura.","Grixis é um mundo onde as únicas coisas que existem em abundância são a morte e a putrefação. Cadáveres, inteiros ou em pedaços, são a moeda padrão dos necromantes e demônios.",Saqueador Saco-de-carne
B,Portuguese (Brazil),Mágica Instantânea,Destrua a criatura alvo que não seja preta se a resistência dela for igual ou inferior ao número de cards em seu cemitério.,"""Qualquer uma pode estalar os dedos e arrancar uma alma. Eu prefiro matar de um jeito criativo.""
— Braids, invocadora da demência",Abdicação Forçada
B,Portuguese (Brazil),Criatura Lendária — Humano Artesão,"{T}, sacrifique três outros artefatos e/ou criaturas: Olhe os três cards do topo de seu grimório. Coloque dois deles em sua mão e o outro em seu cemitério.
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)","""A perfeição é fugidia. Vamos tentar de novo.""","Keskit, o Escultor da Carne"
B,Portuguese (Brazil),Criatura — Zumbi,"Quando Gêmeos Maalfeld morrer, crie duas fichas de criatura pretas 2/2 do tipo Zumbi.","""Quem sou eu para separar uma família?""
— Gisa, a Louca",Gêmeos Maalfeld
B,Portuguese (Brazil),Criatura Lendária — Elfo Batedor,"Toda vez que Miara, Espinho da Clareira, ou outro Elfo que você controla morre, você pode pagar {1} e 1 ponto de vida. Se fizer isso, compre um card.
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)","""Aproxime-se contra o vento. Ande com cuidado. Mire no coração.""","Miara, Espinho da Clareira"
B,Portuguese (Brazil),Mágica Instantânea,Destrua a criatura alvo.,"""Não importa quão cheia fique a minha agenda, eu sempre tento achar tempo para dar aquele toque pessoal.""
— Rainha Marchesa",Homicídio
B,Portuguese (Brazil),Criatura — Elfo Guerreiro,"Toda vez que uma ficha que você controla deixa o campo de batalha, cada oponente perde 1 ponto de vida e você ganha 1 ponto de vida.",Procurar em todos os cantos não adianta se você esquecer de olhar para cima.,Lâmina Noturna de Nadier
B,Portuguese (Brazil),Feitiço,Cada jogador sacrifica seis criaturas. Você cria seis fichas de criatura preta 2/2 do tipo Zumbi viradas.,"""Vocês, tolos cavaleiros, batem no peitoral e juram lutar até o último suspiro. Como se tudo acabasse ali.""
— Tormod, o Profanador",Bruxaria Necrótica
B,Portuguese (Brazil),Criatura — Elfo Xamã,"Toda vez que um terreno entra no campo de batalha sob o controle de um oponente, aquele jogador perde 1 ponto de vida. Coloque um marcador +1/+1 em Coletora de Beladona.","""Onde quer que o luar toque, eis meu jardim.""",Coletora de Beladona
B,Portuguese (Brazil),Criatura — Dragão,"Voar
Quando Dragão Nóxio morre, você pode destruir a criatura alvo com custo de mana convertido igual ou inferior a 3.","A prole do dragão Silumgar começa a digerir as presas antes mesmo de consumi-las, deixando que seu bafo cáustico faça grande parte do trabalho.",Dragão Nóxio
B,Portuguese (Brazil),Criatura — Vampiro Xamã,"{3}{B}, exile um card de criatura de seu cemitério: Crie uma ficha de criatura preta 2/2 do tipo Zumbi virada.","Os defensores de Zendikar incluem tanto curandeiros quanto vampiros. De uma forma ou de outra, os que tombarem voltarão à luta.",Invocador de Nulos
B,Portuguese (Brazil),Criatura — Horror,"Quando Raivoso Phyrexiano entra no campo de batalha, você compra um card e perde 1 ponto de vida.","""Acredito que muitos mundos se renderão à Phyrexia. Mirrodin é apenas o primeiro.""
— Sheoldred, O Sussurrador",Raivoso Phyrexiano
B,Portuguese (Brazil),Encantamento,Os Elfos que você controla recebem +2/+0.,"Como as flores de luvalua, a maior beleza muitas vezes mascara os maiores perigos.",Orgulho dos Perfeitos
B,Portuguese (Brazil),Feitiço,"Dois jogadores alvo permutam seus totais de pontos de vida. Você cria uma ficha de criatura artefato incolor X/X do tipo Horror, sendo X a diferença entre os totais de pontos de vida daqueles jogadores.","""Os que não alcançam a perfeição ainda podem contribuir para a Grande Obra.""
— Keskit, o Escultor da Carne",Transfusão Profana
B,Portuguese (Brazil),Criatura — Espírito,"Voar
O poder e a resistência de Ressurgido são ambos iguais ao número de cards de criatura no seu cemitério.","""De novo não.""
— Hans",Ressurgido
B,Portuguese (Brazil),Criatura — Esqueleto,{2}{B}: Devolva Esqueleto do Sanatório de seu cemitério para sua mão.,Sua mente já estava perdida muito antes da carne.,Esqueleto do Sanatório
B,Portuguese (Brazil),Feitiço,"Como custo adicional para conjurar esta mágica, sacrifique uma criatura ou pague {3}{B}.
Destrua a criatura ou o planeswalker alvo.","Com a colheita da centelha de Domri, a Ancianomancia começou a alimentar a ascensão de Nicol Bolas rumo à divindade.",Colheita das Centelhas
B,Portuguese (Brazil),Mágica Instantânea,"Até o final do turno, a criatura alvo recebe +2/+0 e ganha ""Quando esta criatura morrer, devolva-a ao campo de batalha virada sob o controle de seu dono"".","""Não somos iguais —nem na vida, nem na morte. Os favoritos de Bontu estarão acima de todos na eternidade.""
— Senifet, vizir de Bontu",Resistência Sobrenatural
B,Portuguese (Brazil),Criatura — Humano Assassino,"Toque mortífero
Quando Espinho da Rosa Negra entra no campo de batalha, você se torna o monarca.","Se o suborno e a intimidação falham, Marchesa recorre a seu método de persuasão favorito.",Espinho da Rosa Negra
B,Portuguese (Brazil),Criatura Lendária — Zumbi Mago,"Toda vez que um ou mais cards deixarem seu cemitério, crie uma ficha de criatura preta 2/2 do tipo Zumbi virada.
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)","""A vida é só o preâmbulo de uma morte longa e bem-sucedida.""","Tormod, o Profanador"
B,Portuguese (Brazil),Mágica Instantânea,"Procure um card no seu grimório. Depois, embaralhe-o e coloque aquele card no topo. Você perde 2 pontos de vida.",O verdadeiro poder é obtido com sangue e suor. Principalmente sangue.,Tutor Vampírico
B,Portuguese (Brazil),Feitiço,"Escolha dois cards de criatura alvo em seu cemitério. Sacrifique uma criatura. Se fizer isso, devolva os cards escolhidos ao campo de batalha virados.","""Morra. Mas morra sabendo que sua vida patética me proverá uma grande dádiva.""
— Zul Ashur, senhor lich",Vitimar
B,Portuguese (Brazil),Criatura — Vampiro Mago,Sacrifique uma criatura: Use vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.),"Para decisões de vida ou morte, é preciso ter estômago.",Vidente Visceral
B,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +2/+2, tem ameaçar e não pode atacar você nem um planeswalker que você controla. (Ela só pode ser bloqueada por duas ou mais criaturas.)","""A paz é um privilégio que você não conquistou.""
— Tevesh Szat",Voto de Tormento
R,Portuguese (Brazil),Criatura Lendária — Humano Batedor,"Iniciativa
{T}: Adicione uma quantidade de {R} igual ao maior poder entre os das criaturas que você controla que entraram no campo de batalha neste turno.
Parceiro (Você pode ter dois comandantes se ambos tiverem parceiro.)","""Halana e eu temos um vínculo que jamais será quebrado.""","Alena, Armadilheira de Kessig"
R,Portuguese (Brazil),Feitiço,"Esta mágica custa {1} a menos para ser conjurada para cada criatura no campo de batalha.
Ato Blasfemo causa 13 pontos de dano a cada criatura.","""Os lugares sagrados não são mais refúgios contra a morte, e a morte não é mais refúgio contra nada.""
— Thalia, Cátara Cavaleira",Ato Blasfemo
R,Portuguese (Brazil),Criatura — Humano Pirata,"Quando Filibusteira Brônzea entrar no campo de batalha, crie uma ficha de Tesouro. (Ela é um artefato com ""{T}, sacrifique este artefato: Adicione um mana de qualquer cor"".)",Achado não é roubado.,Filibusteira Brônzea
R,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada tem ""{T}: Esta criatura causa dano igual ao seu poder a qualquer alvo"".","""Tendo o ódio como forja, seu martelo pode moldar qualquer coisa.""",Ódio Flamejante
R,Portuguese (Brazil),Criatura — Humano Guerreiro,"Atropelar
Campeão da Chama recebe +2/+2 para cada Aura e Equipamento anexado a ele.","Os desafiantes de Radha, Grã-senhora da Guerra, são sempre derrotados, mas ela recompensa os mais impetuosos com a Chama de Keld. Depois disso, eles ardem por ela.",Campeão da Chama
R,Portuguese (Brazil),Criatura — Orc Pirata,"Toda vez que Recrutadora Coercitiva ou outro Pirata entrar no campo de batalha sob seu controle, ganhe o controle da criatura alvo até o final do turno. Desvire aquela criatura. Até o final do turno, ela ganha ímpeto e se torna um Pirata além de seus outros tipos.","""Escolha, vampiro: nosso chapéu na sua cabeça; ou sem chapéu e sem cabeça.""",Recrutadora Coercitiva
R,Portuguese (Brazil),Encantamento,"Quando Corte da Ira entra no campo de batalha, você se torna o monarca.
No início de sua manutenção, Corte da Ira causa 2 pontos de dano a qualquer alvo. Se você for o monarca, em vez disso, ela causa 7 pontos de dano àquele jogador ou permanente.",Segure essa língua se não quiser perdê-la.,Corte da Ira
R,Portuguese (Brazil),Criatura — Ogro Pirata,"Atropelar
Quando Comodoro da Frota Carmesim entra no campo de batalha, você se torna o monarca.","""Passe longe das águas ao leste da Ilha da Moita com a sua frota, por favor. Seria uma pena incinerar essa engenharia naval tão refinada.""
— Comodoro Axurik, a Almirante Yelise",Comodoro da Frota Carmesim
R,Portuguese (Brazil),Criatura — Dragão Ovo,"Defensor
Quando Ovo de Dragão morrer, crie uma ficha de criatura vermelha 2/2 do tipo Dragão com voar e ""{R}: Esta criatura recebe +1/+0 até o final do turno.""",Os ninhos dos dragões são cheios de tesouros para atrair os filhotes para fora dos ovos.,Ovo de Dragão
R,Portuguese (Brazil),Criatura — Gênio Pirata,"Quando Capitão do Círculo Ígneo entra no campo de batalha, você se torna o monarca.
Toda vez que um oponente o ataca enquanto você é o monarca, Capitão do Círculo Ígneo causa àquele jogador dano igual ao número de cards na mão dele.","""Você é audaz e desafiante, mas é inflamável.""",Capitão do Círculo Ígneo
R,Portuguese (Brazil),Feitiço,"Compre um card. Em seguida, cada outro jogador pode comprar um card. Toda vez que um card é comprado dessa forma, Explosão de Riquezas causa 5 pontos de dano ao oponente alvo escolhido aleatoriamente.","""Quanto ouro você tem ali?""",Explosão de Riquezas
R,Portuguese (Brazil),Mágica Instantânea,Canhonada Ardente causa 2 pontos de dano a cada criatura que não seja um Pirata.,"Receosa dos ferozes dinossauros, a Legião do Crepúsculo ergueu as muralhas de seu forte, que foram prontamente incendiadas pelos piratas.",Canhonada Ardente
R,Portuguese (Brazil),Criatura — Orc Guerreiro,"Ímpeto
Todas as criaturas podem atacar seus oponentes e os planeswalkers que eles controlam como se tivessem ímpeto.",Os tambores da horda ecoam em todos os corações.,Ginete Bronco Exaltado
R,Portuguese (Brazil),Encantamento,"Toda vez que você sacrifica outra permanente, você pode pagar {2}. Se fizer isso, Celebração na Fornalha causará 2 pontos de dano a qualquer alvo.",Nada impressiona mais os goblins do que algo que certamente os matará.,Celebração na Fornalha
R,Portuguese (Brazil),Criatura — Goblin Pirata,Ameaçar (Esta criatura só pode ser bloqueada por duas ou mais criaturas.),"""Por que a gente está seguindo o goblin? Ele sabe ao menos ler um mapa?""
— Daphne Vail, imediata do *Macábrio*",Desbravador Goblin
R,Portuguese (Brazil),Criatura — Dragão,"Voar
Quando Dragão Avérneo de Montaria entra no campo de batalha, você pode colocar um comandante que você possua da zona de comando no campo de batalha. Ele ganha ímpeto. Devolva-o para a zona de comando no início da próxima etapa final.","A carga foi anunciada não pelas trombetas, mas pelo rugido ribombante do dragão.",Dragão Avérneo de Montaria
R,Portuguese (Brazil),Criatura — Humano Ladino,{T}: Compre dois cards. O oponente alvo ganha o controle de Desertora Humilde. Ative esta habilidade apenas durante seu turno.,"""Você foi Mardu um dia, seu corpo e sua força de vontade são fortes. Agora precisamos treinar sua mente.""
— Houn, ancião Jeskai",Desertora Humilde
R,Portuguese (Brazil),Feitiço,"Escolha um. Se você controla um comandante conforme conjura esta mágica, você pode escolher ambos.
• Adicione {R} para cada card na mão do oponente alvo.
• Exile os três cards do topo de seu grimório. Você pode jogá-los neste turno.","""Reúna suas forças. Prepare-se.""
— Jeska, para Radha",Vontade de Jeska
