colors,language,type,text,flavor,title,raw_text
G,Portuguese (Brazil),Criatura — Rinoceronte,"Atropelar
Tenente — No início do combate no seu turno, se você controlar seu comandante, coloque um marcador +1/+1 em cada criatura que você controla.",Cada cicatriz em seu couro é uma insígnia de honra.,Guardião Leal,"Guardião Leal - Atropelar Tenente — No início do combate no seu turno, se você controlar seu comandante, coloque um marcador +1/+1 em cada criatura que você controla. Cada cicatriz em seu couro é uma insígnia de honra."
G,Portuguese (Brazil),Encantamento,"Seu comandante custa {1} a menos para ser conjurado para cada vez que foi conjurado da sua zona de comando neste jogo.
Toda vez que seu comandante for colocado na zona de comando vindo de qualquer lugar, compre um card.",Há uns poucos nomes preciosos que ecoam pelo Multiverso.,Mito Liberto,"Mito Liberto - Seu comandante custa {1} a menos para ser conjurado para cada vez que foi conjurado da sua zona de comando neste jogo. Toda vez que seu comandante for colocado na zona de comando vindo de qualquer lugar, compre um card. Há uns poucos nomes preciosos que ecoam pelo Multiverso."
G,Portuguese (Brazil),Criatura Encantamento — Gigante,"Constelação — Toda vez que Colosso de Nilea ou outro encantamento entrar no campo de batalha sob seu controle, duplique o poder e a resistência da criatura alvo até o final do turno.","""Os que buscam minha proteção a recebem.""
— Nilea, deusa da caça",Colosso de Nilea,"Colosso de Nilea - Constelação — Toda vez que Colosso de Nilea ou outro encantamento entrar no campo de batalha sob seu controle, duplique o poder e a resistência da criatura alvo até o final do turno. ""Os que buscam minha proteção a recebem."" — Nilea, deusa da caça"
G,Portuguese (Brazil),Criatura — Lodo,"Limo Voraz não pode ser bloqueado por criaturas de poder igual ou inferior a 2.
Se uma criatura que um oponente controla morreria, em vez disso, exile-a e coloque em Limo Voraz uma quantidade de marcadores +1/+1 igual ao poder daquela criatura.","Em algum momento a morte chega, tremelicante, para todos nós.",Limo Voraz,"Limo Voraz - Limo Voraz não pode ser bloqueado por criaturas de poder igual ou inferior a 2. Se uma criatura que um oponente controla morreria, em vez disso, exile-a e coloque em Limo Voraz uma quantidade de marcadores +1/+1 igual ao poder daquela criatura. Em algum momento a morte chega, tremelicante, para todos nós."
G,Portuguese (Brazil),Criatura — Elfo Druida,"Toda vez que um ou mais cards de terreno forem colocados no seu cemitério vindos de qualquer lugar, crie uma ficha de criatura verde 0/1 do tipo Planta.
{G}, sacrifique três criaturas: Devolva o card de terreno alvo de seu cemitério para a sua mão.","""As feridas de Zendikar podem ser curadas.""",Semeador de Virapau,"Semeador de Virapau - Toda vez que um ou mais cards de terreno forem colocados no seu cemitério vindos de qualquer lugar, crie uma ficha de criatura verde 0/1 do tipo Planta. {M}, sacrifique três criaturas: Devolva o card de terreno alvo de seu cemitério para a sua mão. ""As feridas de Zendikar podem ser curadas."""
G,Portuguese (Brazil),Criatura — Lagarto Hidra,"Alcance
Quando Hidra Língua-de-chicote entrar no campo de batalha, destrua todas as criaturas com voar. Coloque um marcador +1/+1 em Hidra Língua-de-chicote para cada criatura destruída dessa forma.","""Para onde foram todos os pássaros?""
— Kaldrin, turista na selva",Hidra Língua-de-chicote,"Hidra Língua-de-chicote - Alcance Quando Hidra Língua-de-chicote entrar no campo de batalha, destrua todas as criaturas com voar. Coloque um marcador +1/+1 em Hidra Língua-de-chicote para cada criatura destruída dessa forma. ""Para onde foram todos os pássaros?"" — Kaldrin, turista na selva"
W,Portuguese (Brazil),Criatura da Neve — Anjo,"Voar, vigilância
{T}: Quando a criatura alvo que não seja Valquíria de Adarkar morrer neste turno, devolva aquele card ao campo de batalha sob seu controle.","Ela não acompanha os mortos à vida após a morte, mas os levanta para que lutem e morram novamente.",Valquíria de Adarkar,"Valquíria de Adarkar - Voar, vigilância {T}: Quando a criatura alvo que não seja Valquíria de Adarkar morrer neste turno, devolva aquele card ao campo de batalha sob seu controle. Ela não acompanha os mortos à vida após a morte, mas os levanta para que lutem e morram novamente."
W,Portuguese (Brazil),Criatura — Felino Soldado,"Toda vez que um encantamento entrar no campo de batalha sob o seu controle, crie uma ficha de criatura branca 2/2 do tipo Felino. Se aquele encantamento for uma Aura, você poderá anexá-la à ficha.","""Unidos, nosso rugido derrubará montanhas.""",Escolhidos de Ajani,"Escolhidos de Ajani - Toda vez que um encantamento entrar no campo de batalha sob o seu controle, crie uma ficha de criatura branca 2/2 do tipo Felino. Se aquele encantamento for uma Aura, você poderá anexá-la à ficha. ""Unidos, nosso rugido derrubará montanhas."""
W,Portuguese (Brazil),Feitiço,"Destrua todos os artefatos, criaturas e encantamentos.
Reciclar {3} ({3}, descarte este card: Compre um card.)","""Muitos precisam morrer por aquela que não deveria ter perecido.""",Vingança de Akroma,"Vingança de Akroma - Destrua todos os artefatos, criaturas e encantamentos. Reciclar {3} ({3}, descarte este card: Compre um card.) ""Muitos precisam morrer por aquela que não deveria ter perecido."""
W,Portuguese (Brazil),Feitiço,"Crie X fichas de criatura branca 1/1 do tipo Soldado. Se X for igual ou superior a 5, destrua todas as outras criaturas.","Esquecendo-se de sua guerra, as nações de Bant uniram-se para enfrentar uma ameaça comum.",Golpe Marcial,"Golpe Marcial - Crie X fichas de criatura branca 1/1 do tipo Soldado. Se X for igual ou superior a 5, destrua todas as outras criaturas. Esquecendo-se de sua guerra, as nações de Bant uniram-se para enfrentar uma ameaça comum."
W,Portuguese (Brazil),Feitiço,"Destrua todas as criaturas. Em seguida, crie uma ficha de criatura artefato incolor X/X do tipo Horror, sendo X o número de criaturas destruídas desta forma.","Enquanto ainda houver uma gota do óleo, a obra jubilosa terá continuidade.",Renascimento Phyrexiano,"Renascimento Phyrexiano - Destrua todas as criaturas. Em seguida, crie uma ficha de criatura artefato incolor X/X do tipo Horror, sendo X o número de criaturas destruídas desta forma. Enquanto ainda houver uma gota do óleo, a obra jubilosa terá continuidade."
W,Portuguese (Brazil),Mágica Instantânea,"Exile o artefato ou encantamento alvo. Se você conjurou esta mágica durante sua fase principal, você pode exilar um outro artefato ou encantamento alvo.","Algumas linhas do tempo sofrem desgastes, ramificações e fusões eternamente. Outras se encerram bruscamente.",Voltar ao Pó,"Voltar ao Pó - Exile o artefato ou encantamento alvo. Se você conjurou esta mágica durante sua fase principal, você pode exilar um outro artefato ou encantamento alvo. Algumas linhas do tempo sofrem desgastes, ramificações e fusões eternamente. Outras se encerram bruscamente."
W,Portuguese (Brazil),Criatura — Avatar,"O poder e a resistência de Avatar de Serra são ambos iguais ao seu total de pontos de vida.
Quando Avatar de Serra for colocado num cemitério vindo de qualquer lugar, embaralhe-o no grimório de seu dono.","""Serra não está morta. Ela vive por meu intermédio.""",Avatar de Serra,"Avatar de Serra - O poder e a resistência de Avatar de Serra são ambos iguais ao seu total de pontos de vida. Quando Avatar de Serra for colocado num cemitério vindo de qualquer lugar, embaralhe-o no grimório de seu dono. ""Serra não está morta. Ela vive por meu intermédio."""
W,Portuguese (Brazil),Encantamento,"Toda vez que você conjurar uma mágica de encantamento, crie uma ficha de criatura branca 4/4 do tipo Anjo com voar.","Quando Asha deixou Bant, garantiu a proteção e a ordem do mundo durante sua ausência.",Insígnia do Trono Vazio,"Insígnia do Trono Vazio - Toda vez que você conjurar uma mágica de encantamento, crie uma ficha de criatura branca 4/4 do tipo Anjo com voar. Quando Asha deixou Bant, garantiu a proteção e a ordem do mundo durante sua ausência."
W,Portuguese (Brazil),Criatura — Arconte,"Voar
Toda vez que Sentinela Silenciosa ataca, você pode devolver o card de encantamento alvo de seu cemitério para o campo de batalha.",Cumpre uma justiça mais elevada que os caprichos dos deuses.,Sentinela Silenciosa,"Sentinela Silenciosa - Voar Toda vez que Sentinela Silenciosa ataca, você pode devolver o card de encantamento alvo de seu cemitério para o campo de batalha. Cumpre uma justiça mais elevada que os caprichos dos deuses."
W,Portuguese (Brazil),Encantamento,"{W}, sacrifique Armadilha para Almas: Exile a criatura alvo que esteja atacando você ou um planeswalker que você controla.","""O corpo e o espírito são inimigos jurados. Eles aproveitarão qualquer desculpa para se livrarem um do outro.""
— Tariel, Víndice das Almas",Armadilha para Almas,"Armadilha para Almas - {M}, sacrifique Armadilha para Almas: Exile a criatura alvo que esteja atacando você ou um planeswalker que você controla. ""O corpo e o espírito são inimigos jurados. Eles aproveitarão qualquer desculpa para se livrarem um do outro."" — Tariel, Víndice das Almas"
W,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
Quando Autoridade Incontestada entrar no campo de batalha, compre um card.
A criatura encantada tem proteção contra criaturas.","Depois que Gideon limpou o Nono Distrito, nenhum dos líderes das gangues desafiou os Boros.",Autoridade Incontestada,"Autoridade Incontestada - Encantar criatura Quando Autoridade Incontestada entrar no campo de batalha, compre um card. A criatura encantada tem proteção contra criaturas. Depois que Gideon limpou o Nono Distrito, nenhum dos líderes das gangues desafiou os Boros."
W,Portuguese (Brazil),Feitiço,Destrua todas as criaturas que não estiverem encantadas. Elas não podem ser regeneradas.,"""Haverá um imenso clamor, seguido de um silêncio ainda maior.""
— Oráculo en-Vec",Ventos de Rath,"Ventos de Rath - Destrua todas as criaturas que não estiverem encantadas. Elas não podem ser regeneradas. ""Haverá um imenso clamor, seguido de um silêncio ainda maior."" — Oráculo en-Vec"
U,Portuguese (Brazil),Feitiço,Devolva seis permanentes alvo que não sejam terrenos para as mãos de seus donos.,"A milícia se posicionou na praça central à espera da investida, mas os gigantes nunca chegaram até lá.",Vendaval Etéreo,"Vendaval Etéreo - Devolva seis permanentes alvo que não sejam terrenos para as mãos de seus donos. A milícia se posicionou na praça central à espera da investida, mas os gigantes nunca chegaram até lá."
U,Portuguese (Brazil),Criatura Encantamento — Humano Mago,"As criaturas que você controla têm voar.
As criaturas que seus oponentes controlam perdem voar e não podem ter nem ganhar voar.","""Não é a encarnação de nossas aspirações?""
— Procópio, astrônomo de Meletis",Arquétipo da Imaginação,"Arquétipo da Imaginação - As criaturas que você controla têm voar. As criaturas que seus oponentes controlam perdem voar e não podem ter nem ganhar voar. ""Não é a encarnação de nossas aspirações?"" — Procópio, astrônomo de Meletis"
U,Portuguese (Brazil),Mágica Instantânea,"Compre três cards. Depois, coloque dois cards de sua mão no topo do seu grimório em qualquer ordem.","A matriz de mizzium-esfera levou sua mente às profundezas do campo das ideias, de onde somente as partículas mais raras de genialidade podem ser colhidas.",Tempestade Cerebral,"Tempestade Cerebral - Compre três cards. Depois, coloque dois cards de sua mão no topo do seu grimório em qualquer ordem. A matriz de mizzium-esfera levou sua mente às profundezas do campo das ideias, de onde somente as partículas mais raras de genialidade podem ser colhidas."
U,Portuguese (Brazil),Feitiço,"Devolva todas as permanentes que não sejam terrenos para as mãos de seus donos.
Milagre {1}{U} (Você pode conjurar este card pagando seu custo de milagre ao comprá-lo se este for o primeiro card que você compra neste turno.)",É difícil argumentar com uma força composta da vontade divina.,Maré da Devastação,Maré da Devastação - Devolva todas as permanentes que não sejam terrenos para as mãos de seus donos. Milagre {1}{M} (Você pode conjurar este card pagando seu custo de milagre ao comprá-lo se este for o primeiro card que você compra neste turno.) É difícil argumentar com uma força composta da vontade divina.
U,Portuguese (Brazil),Encantamento,"Lampejo
No início da etapa de compra de cada jogador, aquele jogador compra um card adicional.","""O conhecimento é cruel. Ele vai partir seu coração e testar suas alianças. Tem certeza de que deseja esta maldição?""",Decreto de Crufix,"Decreto de Crufix - Lampejo No início da etapa de compra de cada jogador, aquele jogador compra um card adicional. ""O conhecimento é cruel. Ele vai partir seu coração e testar suas alianças. Tem certeza de que deseja esta maldição?"""
U,Portuguese (Brazil),Feitiço,"Compre três cards. Em seguida, coloque dois cards de sua mão no topo ou no fundo de seu grimório.","As riquezas dos sonhos são gastas facilmente.
— Adágio Suq'Ata",Baú dos Sonhos,"Baú dos Sonhos - Compre três cards. Em seguida, coloque dois cards de sua mão no topo ou no fundo de seu grimório. As riquezas dos sonhos são gastas facilmente. — Adágio Suq'Ata"
U,Portuguese (Brazil),Criatura Artefato — Vedalkeano Artesão,As mágicas de artefato que você conjura custam {1} a menos para serem conjuradas.,"Os maiores mestres artesãos abandonam totalmente o uso de ferramentas, moldando o metal somente com as mãos e o pensamento.",Escultor de Etherium,"Escultor de Etherium - As mágicas de artefato que você conjura custam {1} a menos para serem conjuradas. Os maiores mestres artesãos abandonam totalmente o uso de ferramentas, moldando o metal somente com as mãos e o pensamento."
U,Portuguese (Brazil),Criatura Artefato — Leviatã,"Travessia de ilha (Esta criatura não poderá ser bloqueada enquanto o jogador defensor controlar uma Ilha.)
Atropelar
Manto (Esta criatura não pode ser alvo de mágicas nem de habilidades.)","""Por sua gorja desceu o sétimo mar, para jamais tornar a ser visto enquanto durar o mundo.""
— Fábula de Esper",Leviatã de Tinteiro,"Leviatã de Tinteiro - Travessia de ilha (Esta criatura não poderá ser bloqueada enquanto o jogador defensor controlar uma Ilha.) Atropelar Manto (Esta criatura não pode ser alvo de mágicas nem de habilidades.) ""Por sua gorja desceu o sétimo mar, para jamais tornar a ser visto enquanto durar o mundo."" — Fábula de Esper"
U,Portuguese (Brazil),Mágica Instantânea,"Reforçar {1}{U} (Você pode pagar um custo adicional de {1}{U} ao conjurar esta mágica.)
Devolva a permanente alvo que não seja um terreno para a mão de seu dono. Se esta mágica foi reforçada, compre um card.","""Maré de Turbilhão! Maré de Turbilhão! Amarrem-se ao chão!""",Adentrar o Turbilhão,"Adentrar o Turbilhão - Reforçar {1}{M} (Você pode pagar um custo adicional de {1}{M} ao conjurar esta mágica.) Devolva a permanente alvo que não seja um terreno para a mão de seu dono. Se esta mágica foi reforçada, compre um card. ""Maré de Turbilhão! Maré de Turbilhão! Amarrem-se ao chão!"""
U,Portuguese (Brazil),Feitiço,"Olhe os três cards do topo do seu grimório e depois coloque-os de volta em qualquer ordem. Você pode embaralhar seu grimório.
Compre um card.",O amanhã pertence aos que se preparam para ele hoje.,Ponderar,Ponderar - Olhe os três cards do topo do seu grimório e depois coloque-os de volta em qualquer ordem. Você pode embaralhar seu grimório. Compre um card. O amanhã pertence aos que se preparam para ele hoje.
U,Portuguese (Brazil),Feitiço,"Improvisar (Seus artefatos podem ajudar a conjurar esta mágica. Cada artefato que você vira após terminar de ativar habilidades de mana paga por {1}.)
Compre três cards.","O Porão, uma instalação de pesquisa ilegal em um navio mercante abandonado, tornou-se um centro de inteligência dos renegados.",Engenharia Reversa,"Engenharia Reversa - Improvisar (Seus artefatos podem ajudar a conjurar esta mágica. Cada artefato que você vira após terminar de ativar habilidades de mana paga por {1}.) Compre três cards. O Porão, uma instalação de pesquisa ilegal em um navio mercante abandonado, tornou-se um centro de inteligência dos renegados."
U,Portuguese (Brazil),Feitiço,"Escolha um ou ambos —
• Crie uma ficha que seja uma cópia do artefato alvo.
• Crie uma ficha que seja uma cópia da criatura alvo, exceto que ela é um artefato além de seus outros tipos.","""Desde o primeiro toque, eu sei exatamente o que o metal quer ser.""",Arte de Saheeli,"Arte de Saheeli - Escolha um ou ambos — • Crie uma ficha que seja uma cópia do artefato alvo. • Crie uma ficha que seja uma cópia da criatura alvo, exceto que ela é um artefato além de seus outros tipos. ""Desde o primeiro toque, eu sei exatamente o que o metal quer ser."""
U,Portuguese (Brazil),Criatura Artefato — Esfinge,"Voar
Toda vez que uma criatura artefato que você controla causa dano de combate a um jogador, você pode criar uma ficha de criatura artefato azul 1/1 do tipo Tóptero com voar.","Seja de forma mecânica ou biológica, a vida sempre encontra um modo de se propagar.",Esfinge Fragmentável,"Esfinge Fragmentável - Voar Toda vez que uma criatura artefato que você controla causa dano de combate a um jogador, você pode criar uma ficha de criatura artefato azul 1/1 do tipo Tóptero com voar. Seja de forma mecânica ou biológica, a vida sempre encontra um modo de se propagar."
U,Portuguese (Brazil),Criatura — Estrela-do-mar,{T}: Vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.),Crufix escondeu as profecias mais sinistras sobre a humanidade onde os humanos nunca as encontrariam e os talassidos não se preocupariam em ler.,Estrela-do-mar Rúnica,Estrela-do-mar Rúnica - {T}: Vidência 1. (Olhe o card do topo de seu grimório. Você pode colocar aquele card no fundo de seu grimório.) Crufix escondeu as profecias mais sinistras sobre a humanidade onde os humanos nunca as encontrariam e os talassidos não se preocupariam em ler.
U,Portuguese (Brazil),Mágica Instantânea,"Olhe os três cards do topo de seu grimório. Coloque um daqueles cards em sua mão, um no topo de seu grimório e o outro no fundo de seu grimório.","A maestria é alcançada quando ""dizer as horas"" se torna ""controlar as horas"".",Dizer as Horas,"Dizer as Horas - Olhe os três cards do topo de seu grimório. Coloque um daqueles cards em sua mão, um no topo de seu grimório e o outro no fundo de seu grimório. A maestria é alcançada quando ""dizer as horas"" se torna ""controlar as horas""."
U,Portuguese (Brazil),Mágica Instantânea,"Compre três cards. Em seguida, descarte dois cards, a menos que você descarte um card de artefato.","""Para compreender alguma coisa verdadeiramente, é preciso tornar-se ela. O truque é não se perder no processo.""",Sede por Conhecimento,"Sede por Conhecimento - Compre três cards. Em seguida, descarte dois cards, a menos que você descarte um card de artefato. ""Para compreender alguma coisa verdadeiramente, é preciso tornar-se ela. O truque é não se perder no processo."""
U,Portuguese (Brazil),Feitiço,Compre quatro cards.,"""Embora a carta se estendesse por muitas e muitas páginas, fiquei sabendo de tudo o que precisava com apenas um olhar para o rosto do mensageiro.""
— Barrin, mago mestre",Novidades,"Novidades - Compre quatro cards. ""Embora a carta se estendesse por muitas e muitas páginas, fiquei sabendo de tudo o que precisava com apenas um olhar para o rosto do mensageiro."" — Barrin, mago mestre"
U,Portuguese (Brazil),Feitiço,"Revele os cards do topo de seu grimório até revelar um card que não seja um terreno, depois coloque todos os cards revelados dessa maneira na sua mão.","""Quanto mais longa a jornada, mais se aprende.""
— Isanke, espreitadora marinha de Halimar",Caça ao Tesouro,"Caça ao Tesouro - Revele os cards do topo de seu grimório até revelar um card que não seja um terreno, depois coloque todos os cards revelados dessa maneira na sua mão. ""Quanto mais longa a jornada, mais se aprende."" — Isanke, espreitadora marinha de Halimar"
U,Portuguese (Brazil),Encantamento — Aura,"Encantar criatura
A criatura encantada recebe +2/+2, tem voar e não pode atacar você nem um planeswalker que você controle.","""Planar é um desperdício para quem tem asas.""
— Edric, espião-mestre de Trest",Voto de Voo,"Voto de Voo - Encantar criatura A criatura encantada recebe +2/+2, tem voar e não pode atacar você nem um planeswalker que você controle. ""Planar é um desperdício para quem tem asas."" — Edric, espião-mestre de Trest"
U,Portuguese (Brazil),Criatura Encantamento — Ninfa,"Constelação — Toda vez que Náiades das Corredeiras ou outro encantamento entrar no campo de batalha sob seu controle, a criatura alvo não poderá ser bloqueada neste turno.",Tente enfrentar a força da correnteza de um rio e você entenderá o poder das náiades.,Náiades das Corredeiras,"Náiades das Corredeiras - Constelação — Toda vez que Náiades das Corredeiras ou outro encantamento entrar no campo de batalha sob seu controle, a criatura alvo não poderá ser bloqueada neste turno. Tente enfrentar a força da correnteza de um rio e você entenderá o poder das náiades."
B,Portuguese (Brazil),Feitiço,"Crie treze fichas de criatura preta 2/2 do tipo Zumbi viradas.
Recapitular {7}{B}{B}{B} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.)","Algumas vezes, a morte bate na porta. Outras vezes, ela derruba a parede.",Exército dos Malditos,"Exército dos Malditos - Crie treze fichas de criatura preta 2/2 do tipo Zumbi viradas. Recapitular {7}{M}{M}{M} (Você pode conjurar este card de seu cemitério pagando seu custo de recapitular. Depois, exile-o.) Algumas vezes, a morte bate na porta. Outras vezes, ela derruba a parede."
B,Portuguese (Brazil),Mágica Instantânea,"Olhe os cinco cards do topo de seu grimório. Para cada card, coloque o card em seu cemitério, a menos que você pague 2 pontos de vida. Depois, coloque o restante em sua mão.","A cada quinta lua cheia, o Mercado da Lua reúne-se para negociar as mercadorias mais proibidas de Ravnica.",Barganha do Luar,"Barganha do Luar - Olhe os cinco cards do topo de seu grimório. Para cada card, coloque o card em seu cemitério, a menos que você pague 2 pontos de vida. Depois, coloque o restante em sua mão. A cada quinta lua cheia, o Mercado da Lua reúne-se para negociar as mercadorias mais proibidas de Ravnica."
B,Portuguese (Brazil),Criatura — Zumbi,"Quando Escavador Phyrexiano entrar no campo de batalha, devolva ao campo de batalha o card de criatura alvo de seu cemitério. Você perde uma quantidade de pontos de vida igual ao custo de mana convertido daquele card.",Porque os mortos não têm a força de vontade para resistir.,Escavador Phyrexiano,"Escavador Phyrexiano - Quando Escavador Phyrexiano entrar no campo de batalha, devolva ao campo de batalha o card de criatura alvo de seu cemitério. Você perde uma quantidade de pontos de vida igual ao custo de mana convertido daquele card. Porque os mortos não têm a força de vontade para resistir."
R,Portuguese (Brazil),Feitiço,"Esta mágica custa {1} a menos para ser conjurada para cada criatura no campo de batalha.
Ato Blasfemo causa 13 pontos de dano a cada criatura.","""Os lugares sagrados não são mais refúgios contra a morte, e a morte não é mais refúgio contra nada.""
— Thalia, Cátara Cavaleira",Ato Blasfemo,"Ato Blasfemo - Esta mágica custa {1} a menos para ser conjurada para cada criatura no campo de batalha. Ato Blasfemo causa 13 pontos de dano a cada criatura. ""Os lugares sagrados não são mais refúgios contra a morte, e a morte não é mais refúgio contra nada."" — Thalia, Cátara Cavaleira"
R,Portuguese (Brazil),Feitiço,"Reação em Cadeia causa X pontos de dano a cada criatura, sendo X o número de criaturas no campo de batalha.","""Nós treinamos para o improvável, como um raio atingir o mesmo lugar duas vezes ou atingir todos os lugares de uma vez só.""
— Nundari, capitão da milícia do Portão Marinho",Reação em Cadeia,"Reação em Cadeia - Reação em Cadeia causa X pontos de dano a cada criatura, sendo X o número de criaturas no campo de batalha. ""Nós treinamos para o improvável, como um raio atingir o mesmo lugar duas vezes ou atingir todos os lugares de uma vez só."" — Nundari, capitão da milícia do Portão Marinho"
R,Portuguese (Brazil),Criatura — Dragão,"Voar
Toda vez que Dragão da Explosão Flamejante ataca, você pode pagar {X}{R}. Se fizer isso, Dragão da Explosão Flamejante causará X pontos de dano a qualquer alvo.","Ele marca seu território com fogo e ira, entalhando as encostas das montanhas com seu sopro carbonizante.",Dragão da Explosão Flamejante,"Dragão da Explosão Flamejante - Voar Toda vez que Dragão da Explosão Flamejante ataca, você pode pagar {X}{M}. Se fizer isso, Dragão da Explosão Flamejante causará X pontos de dano a qualquer alvo. Ele marca seu território com fogo e ira, entalhando as encostas das montanhas com seu sopro carbonizante."
R,Portuguese (Brazil),Criatura — Dragão,"Voar, ímpeto
{1}{R}: Dragão Avérneo Incendiário recebe +X/+0 até o final do turno, sendo X o número de artefatos que você controla.",Seu voo é capaz de incendiar o próprio céu.,Dragão Avérneo Incendiário,"Dragão Avérneo Incendiário - Voar, ímpeto {1}{M}: Dragão Avérneo Incendiário recebe +X/+0 até o final do turno, sendo X o número de artefatos que você controla. Seu voo é capaz de incendiar o próprio céu."
R,Portuguese (Brazil),Mágica Instantânea,Magmamoto causa X pontos de dano a cada criatura sem voar e a cada planeswalker.,"""Para onde você correrá quando eu usar o próprio chão onde pisa para puní-lo?""
— Nicol Bolas",Magmamoto,"Magmamoto - Magmamoto causa X pontos de dano a cada criatura sem voar e a cada planeswalker. ""Para onde você correrá quando eu usar o próprio chão onde pisa para puní-lo?"" — Nicol Bolas"
G,Portuguese (Brazil),Criatura — Lodo,"Toque mortífero
Quando Limo Ácido entrar no campo de batalha, destrua o artefato, encantamento ou terreno alvo.","Ele não teme nenhuma espada, e não deixa nenhum osso para trás.",Limo Ácido,"Limo Ácido - Toque mortífero Quando Limo Ácido entrar no campo de batalha, destrua o artefato, encantamento ou terreno alvo. Ele não teme nenhuma espada, e não deixa nenhum osso para trás."
G,Portuguese (Brazil),Criatura — Besta,"As criaturas com poder menor que o de Gnarlid de Aura não podem bloqueá-lo.
Gnarlid de Aura recebe +1/+1 para cada Aura no campo de batalha.",Mate um gnarlid com seu primeiro golpe ou ele lhe mostrará com satisfação como se faz.,Gnarlid de Aura,Gnarlid de Aura - As criaturas com poder menor que o de Gnarlid de Aura não podem bloqueá-lo. Gnarlid de Aura recebe +1/+1 para cada Aura no campo de batalha. Mate um gnarlid com seu primeiro golpe ou ele lhe mostrará com satisfação como se faz.
G,Portuguese (Brazil),Criatura — Besta,"Aterragem — Toda vez que um terreno entra no campo de batalha sob o seu controle, Rompe-bosque Baloth recebe +4/+4 e ganha atropelar até o final do turno.",Sua fome insaciável esgota rapidamente uma região de presas. Ele precisa migrar de um lugar para o outro para alimentar seu enorme corpanzil.,Rompe-bosque Baloth,"Rompe-bosque Baloth - Aterragem — Toda vez que um terreno entra no campo de batalha sob o seu controle, Rompe-bosque Baloth recebe +4/+4 e ganha atropelar até o final do turno. Sua fome insaciável esgota rapidamente uma região de presas. Ele precisa migrar de um lugar para o outro para alimentar seu enorme corpanzil."
G,Portuguese (Brazil),Feitiço,"Procure até dois cards de terreno básico em seu grimório, revele-os e coloque um deles no campo de batalha virado e o outro na sua mão. Depois, embaralhe seu grimório.",Todas as sementes possuem um elo em comum que as une através da eternidade.,Cultivar,"Cultivar - Procure até dois cards de terreno básico em seu grimório, revele-os e coloque um deles no campo de batalha virado e o outro na sua mão. Depois, embaralhe seu grimório. Todas as sementes possuem um elo em comum que as une através da eternidade."
G,Portuguese (Brazil),Encantamento — Aura,"Encantar terreno
Toda vez que o terreno encantado é virado para gerar mana, seu controlador adiciona dois manas extras em qualquer combinação de cores.",Apenas a magia dos Silvoques seria realmente capaz de captar a perfeição de um nascer do sol em Mirrodin.,Reflexo da Aurora,"Reflexo da Aurora - Encantar terreno Toda vez que o terreno encantado é virado para gerar mana, seu controlador adiciona dois manas extras em qualquer combinação de cores. Apenas a magia dos Silvoques seria realmente capaz de captar a perfeição de um nascer do sol em Mirrodin."
G,Portuguese (Brazil),Criatura Encantamento — Espírito,"Constelação — Toda vez que Eidolon da Florescência ou outro encantamento entrar no campo de batalha sob seu controle, compre um card.",Os ecos emocionais das reuniões de dríades atraem almas perdidas.,Eidolon da Florescência,"Eidolon da Florescência - Constelação — Toda vez que Eidolon da Florescência ou outro encantamento entrar no campo de batalha sob seu controle, compre um card. Os ecos emocionais das reuniões de dríades atraem almas perdidas."
G,Portuguese (Brazil),Encantamento,"Toda vez que você conjurar uma mágica de encantamento, compre um card.","""O sábio aprende tanto com os erros quanto com os acertos.""",Presença da Encantadora,"Presença da Encantadora - Toda vez que você conjurar uma mágica de encantamento, compre um card. ""O sábio aprende tanto com os erros quanto com os acertos."""
G,Portuguese (Brazil),Encantamento — Aura,"Lampejo
Encantar criatura
A criatura encantada recebe +5/+5 e tem atropelar.",De medroso a poderoso.,Proporções Épicas,Proporções Épicas - Lampejo Encantar criatura A criatura encantada recebe +5/+5 e tem atropelar. De medroso a poderoso.
G,Portuguese (Brazil),Feitiço,"Você pode jogar um terreno adicional neste turno.
Compre um card.",A recompensa de um explorador é a visão das possibilidades de amanhã.,Explorar,Explorar - Você pode jogar um terreno adicional neste turno. Compre um card. A recompensa de um explorador é a visão das possibilidades de amanhã.
G,Portuguese (Brazil),Feitiço,"Procure até dois cards de terreno básico em seu grimório, coloque-os no campo de batalha virados e, depois, embaralhe seu grimório.",Incendiar Krosa não teria sentido. Ela cresce mais rápido do que queima.,Vegetação Explosiva,"Vegetação Explosiva - Procure até dois cards de terreno básico em seu grimório, coloque-os no campo de batalha virados e, depois, embaralhe seu grimório. Incendiar Krosa não teria sentido. Ela cresce mais rápido do que queima."
G,Portuguese (Brazil),Criatura — Elfo Druida,"Quando Elfo Porto-longínquo entra no campo de batalha, você pode procurar um card de terreno básico em seu grimório, colocá-lo no campo de batalha virado e depois embaralhar seu grimório.","""A florescência verdejante existe. Ela apenas se esconde para sua própria segurança""",Elfo Porto-longínquo,"Elfo Porto-longínquo - Quando Elfo Porto-longínquo entra no campo de batalha, você pode procurar um card de terreno básico em seu grimório, colocá-lo no campo de batalha virado e depois embaralhar seu grimório. ""A florescência verdejante existe. Ela apenas se esconde para sua própria segurança"""
